User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Purchase
1000790,M,31,17,C,1,0,703
1000791,M,42,7,B,1,0,990
1000792,M,28,17,B,2,0,792
1000793,F,42,14,C,1,0,538
1000794,M,52,20,C,2,1,524
1000795,F,36,14,B,1,0,815
1000796,M,52,6,B,4+,1,955
1000797,F,55,7,C,1,0,795
1000798,F,29,20,C,1,1,841
1000799,F,32,5,C,3,1,864
1000801,F,28,20,C,4+,0,777
1000802,M,28,16,B,1,0,696
1000803,M,21,4,C,0,0,859
1000804,M,33,20,C,0,0,998
1000805,M,41,12,B,1,0,692
1000806,M,41,0,C,3,1,860
1000807,M,22,4,C,2,0,784
1000808,M,26,7,B,1,1,589
1000809,M,29,17,C,1,0,814
1000810,M,31,12,C,4+,0,993
1000811,M,53,0,A,0,1,776
1000812,M,27,6,C,2,0,716
1000813,M,25,4,C,1,1,534
1000814,F,20,4,B,1,0,876
1000816,M,47,0,C,2,0,618
1000817,M,22,4,B,2,0,882
1000818,M,18,4,C,2,0,609
1000819,M,38,7,A,1,0,783
1000820,M,38,7,A,1,0,996
1000821,M,18,2,C,2,0,964
1000822,F,31,1,B,0,1,878
1000823,M,27,0,C,1,0,692
1000824,M,38,12,A,2,1,776
1000825,M,58,1,C,4+,1,704
1000826,F,42,1,C,1,1,872
1000827,M,47,2,C,4+,1,994
1000828,M,21,4,C,2,0,807
1000829,M,15,19,A,2,0,878
1000830,M,40,7,A,3,0,986
1000831,F,50,0,C,2,1,887
1000832,M,18,2,C,4+,0,716
1000833,M,36,7,C,1,1,977
1000834,F,43,12,C,0,0,981
1000835,M,57,0,C,1,0,768
1000836,M,28,11,A,4+,0,806
1000837,M,60,7,C,1,1,826
1000838,M,52,17,C,0,0,810
1000839,M,26,0,A,2,0,690
1000840,F,27,3,C,1,1,987
1000841,F,55,14,C,1,0,599
1000842,F,20,0,B,3,0,973
1000843,M,27,7,B,2,1,715
1000844,M,29,0,B,3,1,828
1000845,F,24,0,A,2,0,781
1000846,M,29,5,C,3,1,882
1000847,F,33,7,B,1,1,536
1000848,M,26,15,B,0,0,539
1000849,M,31,3,B,2,1,535
1000850,M,44,0,A,3,1,878
1000851,M,20,4,B,1,0,965
1000852,M,28,5,C,1,0,866
1000853,M,33,17,B,4+,0,717
1000854,F,34,16,B,1,0,784
1000855,F,20,2,A,2,1,602
1000856,F,48,6,B,1,0,788
1000857,M,39,17,C,3,1,882
1000858,M,42,14,B,4+,0,548
1000859,M,30,12,B,4+,1,543
1000860,M,24,0,C,0,0,523
1000861,M,31,7,C,0,0,860
1000862,M,37,7,A,0,1,717
1000863,M,26,7,C,4+,0,715
1000864,F,30,0,B,3,0,874
1000865,M,36,1,C,4+,1,543
1000866,M,15,10,C,2,0,822
1000867,M,49,12,C,1,1,885
1000868,M,54,17,C,4+,0,543
1000869,M,20,20,A,4+,1,701
1000870,F,31,1,B,4+,1,690
1000871,M,15,10,B,1,0,533
1000872,M,54,1,B,3,1,873
1000873,M,72,6,C,3,1,537
1000874,M,48,15,C,2,1,784
1000875,M,17,10,C,4+,0,859
1000876,M,29,4,B,1,0,592
1000877,M,35,0,B,1,1,786
1000878,M,25,2,C,2,0,983
1000879,M,49,16,C,1,0,973
1000880,M,42,17,A,1,0,698
1000881,M,24,14,A,1,0,649
1000882,M,19,2,C,4+,0,865
1000883,F,37,14,C,0,0,605
1000884,M,15,10,C,3,0,597
1000885,M,36,0,A,2,0,777
1000886,F,69,0,C,2,1,797
1000887,F,68,16,B,3,1,707
1000888,F,15,10,C,1,0,535
1000889,M,47,20,A,1,0,585
1000890,M,24,4,C,4+,0,808
1000891,M,27,1,C,4+,0,794
1000892,M,42,0,C,1,0,530
1000894,M,21,4,C,0,0,776
1000895,M,52,1,C,1,1,548
1000896,M,23,15,C,3,1,858
1000897,M,33,6,B,4+,0,758
1000898,M,33,7,B,2,0,776
1000899,F,27,1,B,3,1,789
1000900,F,64,13,C,2,1,712
1000901,F,67,0,C,0,1,994
1000902,M,66,0,C,1,1,971
1000903,M,65,13,C,2,1,711
1000904,M,37,20,B,4+,0,611
1000905,F,48,12,C,1,0,996
1000906,M,15,10,C,1,0,518
1000907,F,50,6,C,1,1,809
1000908,F,55,1,A,3,0,820
1000909,M,48,7,C,2,0,519
1000910,F,55,0,B,1,1,688
1000911,M,53,0,B,3,1,993
1000912,F,44,2,B,1,0,817
1000913,M,31,0,C,2,0,801
1000914,F,42,9,C,2,0,988
1000915,M,35,7,C,2,0,819
1000916,F,28,1,B,1,1,704
1000917,M,55,6,C,2,1,545
1000918,F,50,1,C,1,0,600
1000919,F,40,1,C,1,0,542
1000920,M,20,4,C,4+,0,685
1000921,M,28,17,B,1,0,604
1000922,M,56,16,B,2,1,988
1000923,M,33,7,C,3,1,882
1000924,M,54,17,C,1,1,790
1000925,F,45,3,A,2,0,796
1000926,M,15,10,C,1,0,966
1000927,F,33,20,C,1,1,514
1000928,F,58,16,C,4+,1,976
1000929,M,27,15,A,1,0,783
1000930,M,32,5,C,1,1,715
1000931,F,64,1,C,0,0,863
1000932,F,42,6,C,0,0,975
1000933,M,50,1,C,3,1,699
1000934,F,40,7,A,0,0,618
1000936,M,18,4,C,4+,0,978
1000937,M,33,15,A,2,1,862
1000939,F,29,20,C,2,0,536
1000940,M,15,10,C,4+,0,785
1000941,M,22,20,C,1,0,779
1000942,F,51,6,C,4+,1,792
1000943,F,48,12,C,0,1,885
1000944,M,44,0,A,3,1,795
1000945,M,49,7,C,3,0,705
1000946,M,38,7,C,1,1,604
1000947,M,18,0,C,0,0,716
1000949,M,55,17,B,4+,1,761
1000950,M,42,7,C,4+,1,803
1000951,M,46,2,B,4+,1,710
1000952,M,72,16,C,0,1,700
1000953,M,54,20,B,1,1,604
1000954,F,30,0,B,1,1,788
1000955,F,55,7,B,1,1,862
1000956,M,45,1,A,3,1,812
1000957,M,44,1,C,2,1,876
1000958,M,36,2,C,3,0,999
1000959,M,52,11,C,1,0,702
1000960,M,15,10,C,4+,0,617
1000961,M,25,10,A,2,0,857
1000962,F,31,1,C,1,1,708
1000963,M,34,0,A,0,1,545
1000964,M,33,7,B,1,1,693
1000965,M,73,7,B,0,1,805
1000966,M,64,2,C,4+,0,708
1000967,F,22,0,B,3,0,800
1000968,M,52,12,A,4+,1,700
1000969,F,31,11,C,3,1,827
1000970,M,34,0,B,4+,1,713
1000971,M,32,12,B,2,1,585
1000972,M,49,1,A,3,0,875
1000973,F,33,1,C,1,1,535
1000974,M,36,19,C,3,0,811
1000975,M,39,0,B,2,1,518
1000976,M,39,14,C,4+,1,548
1000977,M,27,2,C,0,0,760
1000978,M,21,0,C,1,0,876
1000979,M,15,10,A,1,0,868
1000980,M,26,6,C,2,1,565
1000981,M,27,20,B,2,1,796
1000982,F,35,9,C,4+,0,792
1000983,F,29,16,C,2,1,888
1000984,M,54,16,A,2,1,597
1000985,M,29,4,C,0,0,955
1000986,F,70,0,C,1,1,781
1000987,F,40,17,C,0,0,795
1000988,M,52,11,B,4+,0,718
1000989,M,54,0,C,4+,1,999
1000990,M,19,6,C,2,0,695
1000991,F,32,9,A,3,1,706
1000992,F,44,3,B,2,0,528
1000993,M,33,0,C,1,0,773
1000995,F,20,4,C,3,0,523
1000996,M,34,17,A,4+,1,860
1000997,M,15,19,C,2,0,618
1000998,M,50,20,A,0,1,709
1000999,M,28,15,B,2,0,773
1001000,F,29,6,B,1,0,797
1001002,M,55,11,B,1,0,782
1001003,M,33,2,C,0,0,790
1001004,M,35,3,B,2,0,793
1001005,M,43,11,C,1,0,702
1001006,M,20,4,C,4+,0,583
1001008,M,37,3,C,1,0,591
1001009,M,52,7,C,1,1,712
1001010,M,34,0,A,1,0,975
1001011,M,26,8,C,4+,1,794
1001012,F,41,1,C,0,0,519
1001013,M,68,13,C,1,0,879
1001015,M,44,3,A,4+,1,890
1001016,M,73,16,C,3,0,708
1001017,M,43,0,B,2,0,803
1001018,M,23,4,A,4+,0,995
1001019,M,44,1,A,4+,1,546
1001021,M,45,0,C,3,0,992
1001022,M,33,3,C,2,0,794
1001023,M,70,13,C,2,1,879
1001024,F,38,1,C,1,0,803
1001025,M,35,16,C,3,1,605
1001026,F,47,0,C,1,1,605
1001027,M,22,4,B,1,0,589
1001028,F,50,7,C,0,1,974
1001029,M,27,0,B,0,0,520
1001030,M,32,7,C,2,1,890
1001031,M,42,16,C,2,1,597
1001032,M,51,16,C,0,1,989
1001033,M,29,5,B,1,0,597
1001035,M,25,2,C,1,1,979
1001036,M,41,7,C,1,0,997
1001037,M,48,7,C,1,1,799
1001038,F,68,15,C,2,1,699
1001039,F,39,1,C,3,0,598
1001040,M,28,11,C,1,1,708
1001041,M,46,2,B,2,0,699
1001042,M,43,5,C,3,1,530
1001043,F,55,11,C,4+,0,717
1001044,M,32,20,A,0,0,786
1001045,F,15,10,C,2,0,539
1001046,M,58,18,C,2,1,971
1001047,M,23,0,B,4+,0,783
1001048,M,38,6,C,4+,0,696
1001049,M,49,14,C,3,1,810
1001050,M,28,1,B,1,0,711
1001051,F,31,0,A,0,1,537
1001052,F,43,2,C,1,0,864
1001053,M,37,0,C,2,1,716
1001054,M,15,10,C,1,0,713
1001055,M,42,0,A,1,1,996
1001056,M,15,0,C,1,0,763
1001057,M,49,17,B,1,1,987
1001058,M,29,1,B,2,0,801
1001059,F,33,0,B,3,0,988
1001060,M,22,10,C,1,0,793
1001061,M,49,0,C,0,1,970
1001062,M,55,19,C,3,0,811
1001063,M,44,7,B,1,0,992
1001064,M,30,7,C,1,0,700
1001065,F,29,0,B,3,0,812
1001066,M,47,12,C,3,1,655
1001067,M,37,12,B,3,1,694
1001068,F,22,4,B,2,0,973
1001069,M,35,20,A,4+,0,842
1001070,F,47,2,B,1,1,876
1001071,M,51,16,C,0,0,871
1001072,F,45,7,C,2,0,991
1001073,F,30,6,C,4+,0,547
1001074,M,46,17,A,4+,1,697
1001075,F,35,6,A,1,1,795
1001076,F,29,3,C,1,1,687
1001077,M,32,3,A,1,0,796
1001078,F,49,9,C,1,1,692
1001079,M,29,7,A,0,0,693
1001080,M,72,7,C,1,1,889
1001081,M,24,4,C,1,1,990
1001083,M,64,0,B,1,1,887
1001084,M,17,19,C,0,0,703
1001085,M,29,7,C,2,1,544
1001086,M,18,4,A,2,0,619
1001087,M,30,16,B,1,0,788
1001088,F,15,10,A,3,0,785
1001089,M,43,6,C,2,1,686
1001090,M,35,7,C,1,1,609
1001091,M,23,5,C,0,0,596
1001092,F,18,4,C,2,0,832
1001093,M,51,14,C,2,1,790
1001094,F,23,0,C,1,0,985
1001095,F,64,6,C,3,0,797
1001096,M,15,10,C,1,0,718
1001097,M,20,17,A,4+,0,687
1001098,M,36,7,C,4+,1,803
1001099,M,29,17,C,4+,0,707
1001100,M,32,0,B,0,1,804
1001101,M,42,1,A,1,0,868
1001102,M,22,1,A,2,0,
1001103,F,49,7,C,2,0,802
1001104,M,42,11,A,1,0,812
1001106,M,24,4,C,2,0,991
1001107,F,55,1,C,1,1,877
1001108,M,63,1,B,2,0,814
1001109,M,25,10,C,1,0,583
1001110,F,71,6,B,3,1,871
1001111,F,53,16,C,1,1,888
1001112,M,22,6,A,4+,0,539
1001113,M,18,4,B,3,0,873
1001114,F,22,9,A,2,0,1000
1001115,F,26,1,C,0,0,796
1001116,M,32,15,B,3,0,978
1001117,M,24,14,B,3,0,978
1001118,M,52,13,C,1,1,606
1001119,M,41,1,B,2,1,999
1001120,M,20,4,A,0,1,994
1001121,M,59,7,C,4+,1,994
1001122,M,65,14,C,0,1,612
1001124,M,26,2,B,4+,1,991
1001125,F,18,4,B,2,0,687
1001126,M,58,16,C,0,0,982
1001127,M,31,0,C,1,0,823
1001128,M,31,1,A,2,0,620
1001129,M,41,17,C,2,0,956
1001130,M,23,7,C,1,0,694
1001131,M,73,13,C,4+,1,790
1001132,M,25,12,A,1,1,592
1001133,M,24,2,C,0,0,716
1001134,M,18,20,C,1,0,873
1001135,M,54,13,C,1,1,686
1001136,F,37,7,C,3,0,713
1001137,M,19,4,B,4+,0,706
1001138,M,24,12,C,4+,0,796
1001139,M,26,1,C,2,0,971
1001140,F,47,2,B,2,1,520
1001141,F,35,3,B,1,1,873
1001142,M,18,1,B,1,0,591
1001143,M,53,7,C,4+,1,711
1001144,M,34,7,B,4+,0,799
1001145,M,55,3,A,2,1,980
1001146,F,19,16,B,2,1,861
1001147,M,27,20,B,3,1,533
1001148,M,36,17,C,1,1,875
1001149,M,26,12,A,1,1,596
1001150,F,31,20,A,1,0,601
1001151,M,32,15,C,2,1,878
1001152,M,18,4,C,2,0,651
1001153,M,21,10,C,0,0,542
1001154,F,15,10,C,2,0,847
1001155,M,26,12,C,0,0,883
1001156,F,53,2,A,4+,0,704
1001157,M,50,7,C,1,0,688
1001158,F,39,1,C,2,1,795
1001159,M,23,0,C,3,1,807
1001160,M,18,14,C,1,0,603
1001161,M,32,0,A,1,0,536
1001162,F,41,0,B,4+,0,592
1001163,M,15,10,C,2,0,775
1001164,F,34,19,A,1,1,582
1001165,M,26,12,B,1,1,888
1001166,M,58,6,C,3,1,785
1001167,F,51,1,B,1,1,776
1001168,F,27,0,A,1,1,519
1001169,M,33,20,B,3,0,709
1001170,M,65,3,A,2,1,995
1001171,M,49,12,A,2,1,865
1001172,F,27,0,A,2,1,709
1001173,F,31,7,A,3,0,784
1001174,F,23,16,C,0,0,718
1001175,F,29,2,A,1,0,864
1001176,M,72,1,C,1,1,806
1001177,F,33,17,C,2,1,885
1001178,M,70,0,C,1,1,809
1001179,M,54,1,B,2,1,620
1001180,F,51,20,C,0,1,779
1001181,M,44,7,A,3,1,794
1001182,M,15,10,B,3,0,614
1001183,M,41,19,B,1,0,871
1001184,F,29,4,C,1,1,697
1001185,F,38,1,C,3,0,872
1001186,M,25,19,A,1,1,758
1001187,F,15,0,A,2,0,984
1001188,M,49,7,C,2,0,800
1001189,M,26,0,C,1,0,706
1001190,M,47,0,C,2,0,688
1001191,F,41,0,B,3,1,740
1001192,M,52,16,A,1,1,814
1001193,M,28,12,C,3,1,988
1001194,F,27,1,B,1,1,711
1001195,F,15,10,C,1,0,601
1001196,F,25,14,C,3,0,705
1001197,M,42,1,C,1,0,883
1001198,M,15,10,C,1,0,883
1001199,M,51,13,C,4+,1,716
1001200,M,15,0,C,4+,0,589
1001201,M,22,4,C,4+,0,795
1001202,M,38,12,B,0,0,863
1001203,F,26,1,A,3,0,716
1001204,M,27,7,B,4+,0,889
1001205,F,64,0,C,1,1,544
1001206,F,51,7,C,1,1,685
1001208,M,27,0,C,1,1,542
1001209,M,37,7,C,1,1,799
1001210,M,28,17,C,1,1,521
1001211,M,24,4,A,1,0,593
1001212,F,51,1,C,1,0,750
1001213,M,53,0,A,1,0,596
1001214,M,62,13,C,1,1,983
1001215,M,38,17,C,0,0,598
1001216,M,33,2,A,1,1,797
1001217,M,32,12,A,3,0,520
1001218,M,72,15,B,0,1,810
1001219,M,28,7,C,3,1,696
1001220,M,15,10,A,3,0,829
1001221,M,22,0,B,1,0,615
1001222,M,39,0,C,4+,0,878
1001223,M,30,2,C,4+,0,519
1001224,M,52,13,B,4+,0,998
1001225,M,49,7,C,1,1,986
1001226,M,22,20,C,2,0,615
1001227,M,51,1,B,2,0,697
1001228,M,26,1,C,4+,1,987
1001229,F,35,4,C,0,1,794
1001230,M,35,11,B,2,0,875
1001231,M,26,12,C,1,0,812
1001232,F,24,4,C,2,0,871
1001233,F,48,20,C,1,1,527
1001234,M,18,4,B,2,0,753
1001235,F,30,7,A,1,0,874
1001236,F,29,1,C,1,0,833
1001237,M,23,4,C,1,1,883
1001238,F,37,20,A,1,0,707
1001239,F,33,20,B,1,0,789
1001240,F,24,14,B,3,1,797
1001241,M,15,10,B,1,0,883
1001242,F,37,0,A,0,1,544
1001243,M,43,15,B,4+,1,928
1001244,M,26,4,A,4+,1,599
1001246,M,19,4,A,2,0,857
1001247,M,45,0,B,2,0,976
1001248,F,39,20,B,4+,0,859
1001249,M,43,2,C,2,0,960
1001250,M,54,0,C,1,1,596
1001251,M,27,7,C,0,1,998
1001252,M,63,13,C,3,0,697
1001253,F,36,20,C,1,1,987
1001254,F,21,1,B,2,0,861
1001255,M,31,17,A,4+,0,974
1001256,M,30,20,B,4+,0,712
1001257,F,23,14,C,3,1,519
1001258,M,50,7,C,1,0,878
1001259,M,38,7,C,2,1,750
1001260,M,28,17,B,0,0,598
1001261,M,24,4,C,2,0,809
1001262,M,29,4,A,0,1,690
1001263,M,15,10,B,4+,0,547
1001264,M,28,1,A,3,0,798
1001265,F,21,20,B,0,1,716
1001266,M,26,4,B,0,1,535
1001267,M,33,15,C,1,0,828
1001268,M,55,2,B,1,1,880
1001269,F,65,13,C,2,1,869
1001270,M,31,6,C,1,0,759
1001271,F,48,6,C,3,1,864
1001272,M,21,20,B,0,0,611
1001273,M,36,2,C,3,1,704
1001274,M,50,7,B,4+,1,779
1001275,M,52,17,C,1,1,880
1001276,M,36,17,B,2,0,887
1001277,F,21,0,C,1,0,741
1001278,M,23,4,C,3,0,713
1001279,M,36,1,A,2,0,989
1001280,M,15,10,C,1,0,857
1001281,M,27,19,C,1,0,800
1001282,M,54,1,C,2,1,693
1001283,F,19,1,C,3,0,534
1001284,M,50,16,A,1,1,696
1001285,M,40,4,A,0,1,810
1001286,M,43,17,A,1,0,979
1001287,F,52,7,B,3,0,719
1001288,F,43,19,C,1,0,599
1001289,M,47,6,C,0,0,694
1001290,M,41,0,C,1,0,994
1001291,F,40,0,A,3,0,783
1001292,M,30,7,C,3,0,691
1001293,M,27,5,C,1,0,526
1001294,F,52,20,B,4+,1,543
1001295,F,39,6,C,1,1,788
1001296,M,15,0,C,4+,0,879
1001297,M,29,7,A,4+,0,714
1001298,M,40,6,B,4+,0,537
1001299,M,30,14,B,1,0,590
1001300,M,15,10,C,3,0,757
1001301,F,35,2,C,1,1,719
1001302,M,21,4,C,2,0,687
1001303,M,35,19,A,4+,0,863
1001304,M,27,14,C,1,1,992
1001305,M,46,20,B,4+,1,713
1001306,M,27,3,B,3,0,883
1001307,M,66,13,C,2,1,801
1001309,M,34,14,C,0,0,857
1001310,M,49,0,C,4+,1,688
1001311,M,20,10,C,1,0,805
1001312,M,35,14,B,2,1,680
1001313,M,24,4,B,4+,1,812
1001314,F,21,4,C,0,0,561
1001315,M,37,7,C,2,1,872
1001316,M,54,2,C,2,0,797
1001317,M,49,7,B,3,1,809
1001318,M,20,16,B,4+,1,686
1001319,F,34,3,C,2,1,589
1001320,M,27,4,A,2,0,832
1001321,F,32,14,C,3,1,802
1001322,M,65,0,A,0,0,515
1001323,F,43,2,C,1,0,786
1001324,M,37,16,B,3,0,890
1001325,M,35,1,B,1,1,985
1001326,F,33,0,A,1,0,611
1001327,M,15,10,B,0,0,957
1001328,M,37,14,A,1,0,830
1001329,M,19,14,B,3,0,686
1001330,M,66,1,C,4+,0,873
1001331,M,49,0,C,4+,1,795
1001332,M,30,7,C,3,0,715
1001333,M,35,17,A,4+,0,863
1001334,M,55,7,C,0,1,594
1001335,M,36,0,C,1,0,613
1001336,F,55,20,B,4+,1,803
1001337,M,63,17,C,1,1,839
1001338,M,26,0,A,3,1,714
1001339,M,38,18,C,2,0,786
1001340,M,34,7,A,2,0,635
1001341,M,18,7,C,3,0,515
1001342,M,43,0,C,4+,0,604
1001343,M,44,14,B,3,0,971
1001344,F,32,9,C,4+,0,978
1001345,F,32,2,C,1,1,528
1001346,M,40,20,C,1,0,884
1001347,F,18,1,C,0,0,872
1001348,F,15,10,A,3,0,717
1001349,M,55,7,B,3,1,788
1001350,F,43,0,C,1,0,779
1001351,F,32,17,C,4+,1,686
1001352,M,41,20,B,2,0,693
1001353,M,15,10,C,0,0,576
1001354,F,35,2,B,3,0,712
1001355,F,49,20,A,3,0,719
1001356,F,25,4,B,2,0,605
1001357,M,49,0,C,1,1,608
1001358,M,42,17,C,1,1,996
1001359,M,39,1,C,2,0,811
1001360,M,29,20,C,1,1,994
1001361,F,29,0,A,1,0,872
1001362,M,43,12,B,0,0,792
1001363,M,51,7,B,3,0,887
1001364,F,48,2,A,0,0,793
1001365,F,15,10,C,3,0,864
1001366,M,15,10,C,0,0,888
1001367,M,31,12,C,1,0,878
1001368,F,26,3,C,1,0,877
1001369,M,31,5,B,1,1,523
1001370,M,36,2,C,2,1,861
1001371,F,53,2,A,3,1,694
1001372,M,15,10,B,1,0,530
1001373,F,34,1,A,1,0,697
1001374,M,55,1,B,3,0,806
1001375,F,50,5,B,2,1,702
1001376,F,50,1,C,1,1,524
1001377,M,45,16,B,3,1,789
1001378,F,49,7,C,3,1,997
1001379,F,72,13,C,2,1,520
1001380,M,15,10,C,0,0,521
1001381,M,22,11,C,1,0,778
1001382,F,47,1,C,1,0,523
1001383,F,33,7,A,1,0,689
1001384,M,19,10,C,1,0,832
1001385,F,26,5,C,1,1,810
1001386,F,34,0,B,1,0,543
1001387,F,54,13,B,1,1,523
1001388,M,65,20,C,2,1,617
1001389,M,26,17,B,4+,1,990
1001390,M,38,16,C,3,1,532
1001391,M,38,15,C,0,1,542
1001392,M,50,3,C,1,1,515
1001393,M,25,4,B,3,0,708
1001394,F,35,3,A,0,0,741
1001395,M,34,2,B,1,1,516
1001396,F,33,12,A,4+,1,865
1001397,M,40,7,C,3,1,772
1001398,F,73,16,C,3,1,587
1001399,M,24,17,C,1,0,817
1001400,M,26,7,B,4+,0,890
1001401,F,23,1,C,3,0,977
1001402,M,25,4,C,3,0,697
1001403,F,26,0,C,4+,1,811
1001404,M,54,16,B,1,1,590
1001405,M,57,13,C,1,1,599
1001406,M,34,4,C,2,1,790
1001407,F,40,15,A,1,1,522
1001408,M,34,0,B,1,1,808
1001409,M,23,4,B,1,1,686
1001410,M,51,7,B,3,1,592
1001411,M,44,1,C,2,0,878
1001412,M,33,17,C,4+,1,583
1001413,M,24,3,B,1,1,811
1001414,M,18,4,C,4+,0,813
1001415,M,47,14,C,1,0,707
1001416,M,27,14,B,1,1,975
1001417,M,38,16,C,2,0,786
1001418,M,23,4,A,1,1,776
1001420,M,21,4,C,3,0,614
1001421,F,15,10,A,1,0,867
1001422,M,38,17,B,3,0,806
1001423,M,33,4,C,2,1,708
1001424,M,38,0,C,2,1,789
1001425,M,15,10,B,1,0,987
1001426,M,25,14,B,3,0,996
1001427,M,27,12,C,2,0,792
1001428,F,49,11,C,2,1,749
1001429,F,37,3,C,4+,0,525
1001430,M,21,4,B,2,1,712
1001431,M,75,6,C,1,1,525
1001432,M,36,1,C,2,1,587
1001433,F,20,14,C,1,0,798
1001434,F,15,10,A,0,0,603
1001435,M,27,14,A,4+,0,794
1001436,F,52,6,B,1,1,685
1001437,M,54,3,C,4+,0,803
1001438,M,24,2,C,0,0,686
1001439,M,44,3,C,1,1,1000
1001440,M,41,12,C,1,0,614
1001441,M,37,16,C,3,1,885
1001442,M,21,2,A,3,0,677
1001443,M,45,2,C,0,1,691
1001444,F,35,4,B,1,0,704
1001445,M,29,2,C,1,1,828
1001446,M,42,12,B,4+,1,890
1001447,M,20,4,A,0,0,542
1001448,F,26,3,A,1,0,599
1001449,M,42,20,A,1,1,690
1001450,M,20,4,B,2,1,793
1001451,M,43,20,B,0,0,685
1001452,F,64,13,C,1,1,885
1001454,M,25,4,C,2,0,797
1001455,F,49,0,B,1,1,806
1001456,M,29,2,C,1,0,993
1001457,M,28,1,B,1,1,534
1001458,M,15,0,B,2,0,984
1001459,F,33,0,C,0,0,862
1001460,F,18,4,C,3,1,877
1001461,F,48,0,B,2,1,867
1001462,M,40,16,B,2,1,692
1001463,M,51,16,C,4+,1,884
1001464,M,36,12,C,3,1,582
1001465,M,53,16,B,4+,1,718
1001466,M,21,4,C,3,1,983
1001467,M,31,5,C,2,0,881
1001468,M,15,14,B,1,0,775
1001469,M,62,20,C,1,0,535
1001470,M,22,4,A,1,1,708
1001471,M,34,17,B,1,0,595
1001472,M,31,7,C,1,0,881
1001473,M,30,14,B,0,0,766
1001474,M,30,4,A,2,1,595
1001475,F,28,2,B,3,0,812
1001476,F,20,0,B,0,0,800
1001477,F,46,1,C,2,0,618
1001478,M,15,10,C,2,0,977
1001479,F,55,2,B,1,0,976
1001480,M,32,20,C,1,0,985
1001481,M,41,17,C,4+,0,798
1001482,M,33,7,C,3,0,996
1001483,M,19,4,B,1,0,706
1001484,M,26,12,C,1,0,777
1001485,F,26,9,C,3,1,520
1001486,M,35,16,C,4+,1,790
1001487,M,38,7,C,2,1,531
1001488,M,30,7,B,2,0,973
1001489,F,37,2,A,2,1,767
1001490,M,55,7,B,4+,1,693
1001491,M,23,4,B,1,0,785
1001492,M,32,12,A,0,1,977
1001494,M,26,17,C,3,1,859
1001495,M,20,0,C,1,0,772
1001496,M,27,17,A,2,0,610
1001497,M,52,5,C,1,1,970
1001498,M,22,4,A,2,0,785
1001499,M,15,10,C,1,0,759
1001500,M,30,17,A,2,0,886
1001501,M,29,11,A,3,0,790
1001502,M,19,4,C,3,0,591
1001503,M,29,12,A,2,0,588
1001504,M,23,19,A,3,0,518
1001505,M,55,11,C,3,1,714
1001506,M,29,7,C,4+,1,717
1001507,M,43,17,C,0,0,598
1001508,F,17,10,C,4+,0,984
1001509,M,15,0,B,3,0,781
1001510,F,30,1,A,1,0,703
1001511,M,40,12,C,4+,1,602
1001512,M,31,20,C,4+,0,799
1001513,F,38,16,C,4+,1,708
1001514,M,24,4,B,4+,1,542
1001515,M,28,16,C,3,1,545
1001516,F,33,12,B,1,0,517
1001517,M,18,0,B,4+,1,591
1001518,M,34,2,C,1,0,696
1001519,M,25,4,C,1,0,980
1001520,M,31,17,B,1,0,994
1001521,F,34,7,C,2,1,592
1001522,M,41,20,A,0,1,745
1001523,M,29,17,C,0,0,695
1001524,M,22,4,B,1,0,985
1001525,F,26,16,B,3,1,517
1001526,M,61,17,C,4+,1,710
1001527,M,24,10,C,1,1,534
1001528,M,31,15,C,1,0,874
1001529,M,23,4,C,4+,1,989
1001530,M,29,4,A,1,1,797
1001531,M,47,17,C,2,1,598
1001532,M,23,14,C,3,0,876
1001533,M,50,1,C,0,1,515
1001534,M,51,12,C,3,1,978
1001535,F,21,20,C,3,0,534
1001536,F,43,3,C,3,0,982
1001537,M,25,20,B,0,0,619
1001538,M,29,3,C,2,0,530
1001539,M,34,3,C,1,0,793
1001540,M,48,0,A,4+,1,692
1001541,M,68,17,C,3,1,812
1001542,M,20,17,C,4+,0,890
1001543,M,29,11,C,2,0,536
1001544,M,28,12,B,2,0,713
1001545,M,34,20,A,1,0,770
1001546,M,30,4,A,4+,1,882
1001547,M,66,13,A,4+,1,811
1001548,M,44,1,A,3,0,791
1001549,M,41,6,C,4+,0,712
1001550,M,23,4,C,1,0,789
1001551,M,35,11,B,1,1,696
1001552,M,48,20,B,1,1,870
1001553,F,33,15,C,0,0,880
1001554,F,43,12,C,3,1,609
1001555,F,22,0,B,0,1,710
1001556,M,19,4,A,3,1,960
1001557,F,18,4,C,1,0,861
1001558,M,20,6,A,1,1,800
1001559,M,36,8,A,1,0,997
1001560,F,29,3,B,2,0,697
1001561,F,19,4,C,2,0,886
1001562,M,20,20,C,1,1,752
1001563,F,15,10,B,0,0,783
1001564,M,55,1,C,1,1,768
1001565,M,47,17,B,1,1,704
1001566,M,37,16,C,3,0,719
1001567,M,30,12,B,1,0,795
1001568,F,17,10,C,1,0,704
1001569,F,74,13,C,1,1,980
1001570,M,18,17,B,1,1,705
1001571,M,31,20,B,1,1,530
1001572,F,31,3,C,3,1,528
1001573,M,15,0,C,4+,0,875
1001574,M,26,6,C,1,1,615
1001575,F,52,7,C,4+,1,535
1001576,F,50,9,B,3,1,991
1001577,M,64,0,C,1,1,525
1001578,M,24,4,B,1,1,984
